fips code,county,sector,scc,pollutant desc,total emissions,emissions uom
36061,New York,Fuel Comb - Residential - Wood,2104008615,Manganese,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008615,Sulfate Portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008500,Ethyl Benzene,0.0,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,Phenol,1302.046,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,Propionaldehyde,632.422,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,"Benzo[g,h,i,]Perylene",0.572286,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,Lead,0.5031618,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,Phenanthrene,38.9374,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,Naphthalene,562.98,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,Acetophenone,9.67234,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,Elemental Carbon portion of PM2.5-PRI,0.5085,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,PM Condensible,0.4283066,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,Sulfate Portion of PM2.5-PRI,0.0373629,TON
36081,Queens,Fuel Comb - Residential - Other,2104002000,Ethylene Dibromide,0.0,LB
36081,Queens,Fuel Comb - Residential - Other,2104002000,Naphthalene,0.0,LB
36081,Queens,Fuel Comb - Residential - Other,2104002000,Remaining PMFINE portion of PM2.5-PRI,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008100,Ethyl Benzene,1.116542e-08,LB
36061,New York,Fuel Comb - Residential - Wood,2104008100,"1,3-Butadiene",5.7046e-08,LB
36061,New York,Fuel Comb - Residential - Wood,2104008100,Phenol,2.55976e-07,LB
36061,New York,Fuel Comb - Residential - Wood,2104008100,Cresol/Cresylic Acid (Mixed Isomers),2.28964e-07,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008615,Sulfate Portion of PM2.5-PRI,1.629e-14,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008615,"1,3-Butadiene",2.5485e-10,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008530,PM10 Filterable,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008700,Remaining PMFINE portion of PM2.5-PRI,2.0282e-09,TON
36085,Richmond,Fuel Comb - Residential - Natural Gas,2104006000,PM Condensible,2.111215,TON
36085,Richmond,Fuel Comb - Residential - Natural Gas,2104006000,Remaining PMFINE portion of PM2.5-PRI,0.803224,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008500,Elemental Carbon portion of PM2.5-PRI,0.0,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008500,PM2.5 Filterable,0.0,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008630,Sulfate Portion of PM2.5-PRI,0.0,TON
36085,Richmond,Fuel Comb - Residential - Other,2104007000,Fluoranthene,0.000849656,LB
36061,New York,Fuel Comb - Residential - Oil,2104004000,Chromium III,23.03596,LB
36061,New York,Fuel Comb - Residential - Oil,2104004000,Arsenic,37.41678,LB
36061,New York,Fuel Comb - Residential - Oil,2104004000,Acetaldehyde,327.564,LB
36061,New York,Fuel Comb - Residential - Oil,2104004000,Fluorene,0.297604,LB
36061,New York,Fuel Comb - Residential - Oil,2104004000,PM10 Primary (Filt + Cond),79.22771,TON
36061,New York,Fuel Comb - Residential - Oil,2104004000,Volatile Organic Compounds,23.73502,TON
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,Lead,0.19871802,LB
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,Phenanthrene,0.001663776,LB
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,Naphthalene,0.1792358,LB
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,Organic Carbon portion of PM2.5-PRI,0.0295238,TON
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,PM10 Primary (Filt + Cond),0.187808,TON
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,PM2.5 Primary (Filt + Cond),0.168131,TON
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,Remaining PMFINE portion of PM2.5-PRI,0.00825237,TON
36047,Kings,Fuel Comb - Residential - Other,2104007000,Sulfur Dioxide,0.5642321,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008011,m-Xylene,57.7402,LB
36047,Kings,Fuel Comb - Residential - Other,2104007000,Elemental Carbon portion of PM2.5-PRI,0.0270477,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104009000,Naphthalene,40.5076,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104009000,Elemental Carbon portion of PM2.5-PRI,0.328993,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104009000,Nitrate portion of PM2.5-PRI,0.0112023,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104009000,PM Condensible,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104009000,PM10 Primary (Filt + Cond),6.086929,TON
36081,Queens,Fuel Comb - Residential - Oil,2104004000,"Dibenzo(a,h)Anthracene",0.083401,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008614,Toluene,8.92162e-10,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008614,Pyrene,1.055914e-11,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008614,Acenaphthene,1.140612e-11,LB
36061,New York,Fuel Comb - Residential - Wood,2104008530,Elemental Carbon portion of PM2.5-PRI,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008630,"1,3-Butadiene",0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008630,Cadmium,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008630,Organic Carbon portion of PM2.5-PRI,0.0,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008611,Acrolein,0.0,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008031,2-Methylphenanthrene,0.678216,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008031,Acetaldehyde,621.332,LB
36047,Kings,Fuel Comb - Residential - Other,2104002000,Vinyl Acetate,0.0,LB
36047,Kings,Fuel Comb - Residential - Other,2104002000,Biphenyl,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008630,Acetaldehyde,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008021,Pyrene,3.8831,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008021,Sulfur Dioxide,0.1699341,TON
36047,Kings,Fuel Comb - Residential - Oil,2104011000,Fluorene,0.00705072,LB
36047,Kings,Fuel Comb - Residential - Oil,2104011000,Organic Carbon portion of PM2.5-PRI,0.29354,TON
36047,Kings,Fuel Comb - Residential - Wood,2104009000,Phenanthrene,3.90676,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008011,Ethyl Benzene,26.3204,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008011,Benzo[k]Fluoranthene,0.1517576,LB
36061,New York,Fuel Comb - Residential - Wood,2104008530,Naphthalene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008630,Lead,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008611,Arsenic,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008611,Fluorene,0.0,LB
36047,Kings,Fuel Comb - Residential - Other,2104002000,Methyl Tert-Butyl Ether,0.0,LB
36047,Kings,Fuel Comb - Residential - Other,2104002000,Mercury,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008630,Phenol,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008630,Nickel,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008630,Arsenic,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008011,"Dibenzo(a,h)Anthracene",8.39096e-05,LB
36061,New York,Fuel Comb - Residential - Wood,2104008011,Naphthalene,1.873158,LB
36061,New York,Fuel Comb - Residential - Wood,2104008011,2-Methylnaphthalene,0.123777,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008021,"Dibenzo(a,h)Anthracene",0.09326,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008021,1-Methylnaphthalene,22.0112,LB
36047,Kings,Fuel Comb - Residential - Oil,2104011000,PM2.5 Primary (Filt + Cond),1.671642,TON
36047,Kings,Fuel Comb - Residential - Wood,2104009000,Pyrene,0.960824,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008500,Propionaldehyde,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008500,Lead,0.0,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008011,"Benzo(g,h,i)Fluoranthene",0.0942476,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008011,Benzo(a)Fluoranthene,0.0957058,LB
36061,New York,Fuel Comb - Residential - Other,2104001000,Hexane,0.0,LB
36061,New York,Fuel Comb - Residential - Other,2104001000,"Benzo[g,h,i,]Perylene",0.0,LB
36061,New York,Fuel Comb - Residential - Other,2104001000,Methyl Chloride,0.0,LB
36061,New York,Fuel Comb - Residential - Other,2104001000,Sulfur Dioxide,0.0,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008700,2-Methylphenanthrene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008700,Manganese,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008700,Sulfur Dioxide,0.0,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008700,Volatile Organic Compounds,0.0,TON
36085,Richmond,Fuel Comb - Residential - Other,2104002000,Ethyl Benzene,0.0,LB
36085,Richmond,Fuel Comb - Residential - Other,2104002000,Cumene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008614,Ethyl Benzene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008614,Anthracene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008614,Acetaldehyde,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008614,PM2.5 Filterable,0.0,TON
36081,Queens,Fuel Comb - Residential - Other,2104001000,Styrene,0.0,LB
36081,Queens,Fuel Comb - Residential - Other,2104001000,Hexane,0.0,LB
36081,Queens,Fuel Comb - Residential - Other,2104001000,Anthracene,0.0,LB
36081,Queens,Fuel Comb - Residential - Other,2104001000,Arsenic,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008700,"1,3-Butadiene",0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008700,Arsenic,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008700,Nitrogen Oxides,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008100,Formaldehyde,772.064,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008100,Cadmium,0.08140607,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008100,Carbon Monoxide,35.91484,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008100,Remaining PMFINE portion of PM2.5-PRI,2.33245,TON
36005,Bronx,Fuel Comb - Residential - Oil,2104011000,Benzene,0.586418,LB
36005,Bronx,Fuel Comb - Residential - Oil,2104011000,Sulfur Dioxide,0.2353407,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008021,Toluene,54.2634,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008021,Benzo[e]Pyrene,0.231896,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008021,"Dibenzo(a,h)Anthracene",0.01542436,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008021,Acenaphthene,0.693746,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008021,2-Methylnaphthalene,5.15158,LB
36005,Bronx,Fuel Comb - Residential - Other,2104001000,"Indeno[1,2,3-c,d]Pyrene",0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104001000,Formaldehyde,0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104001000,Carbon Disulfide,0.0,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008530,Acenaphthylene,2.85162e-11,LB
36005,Bronx,Fuel Comb - Residential - Natural Gas,2104006000,Phenanthrene,0.419254,LB
36005,Bronx,Fuel Comb - Residential - Natural Gas,2104006000,Fluorene,0.0690538,LB
36005,Bronx,Fuel Comb - Residential - Natural Gas,2104006000,Remaining PMFINE portion of PM2.5-PRI,1.50125,TON
36005,Bronx,Fuel Comb - Residential - Natural Gas,2104006000,Volatile Organic Compounds,67.82061,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008100,Hydroquinone,0.62973,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008100,Acenaphthylene,0.680988,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008100,Benzene,14.0225,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008100,PM10 Primary (Filt + Cond),0.3142673,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008021,Toluene,52.8524,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008021,Catechol,104.3666,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008021,Benz[a]Anthracene,0.221204,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008021,Lead,0.06786522,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008021,Cadmium,0.01510169,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008530,PM10 Primary (Filt + Cond),0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008611,Nitrogen Oxides,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008500,Toluene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008500,2-Methylphenanthrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008500,Benzene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008500,Lead,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008500,Phenanthrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008500,2-Methylnaphthalene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008031,Acrolein,3.1811,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008031,Phenol,26.5092,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008031,Sulfate Portion of PM2.5-PRI,0.000486859,TON
36061,New York,Fuel Comb - Residential - Other,2104002000,Vinyl Acetate,0.0,LB
36061,New York,Fuel Comb - Residential - Other,2104002000,Xylenes (Mixed Isomers),0.0,LB
36061,New York,Fuel Comb - Residential - Other,2104002000,Benzene,0.0,LB
36061,New York,Fuel Comb - Residential - Other,2104002000,PM10 Filterable,0.0,TON
36061,New York,Fuel Comb - Residential - Other,2104002000,PM2.5 Filterable,0.0,TON
36061,New York,Fuel Comb - Residential - Other,2104002000,PM2.5 Primary (Filt + Cond),0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008400,Carbon Monoxide,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008400,Fluoranthene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008615,Toluene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008615,Nickel,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008615,1-Methylphenanthrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008011,Fluoranthene,0.47282,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008011,Chrysene,0.01898082,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008011,PM2.5 Primary (Filt + Cond),0.4757992,TON
36061,New York,Fuel Comb - Residential - Other,2104007000,Acetaldehyde,0.01332042,LB
36005,Bronx,Fuel Comb - Residential - Oil,2104004000,Naphthalene,80.8498,LB
36005,Bronx,Fuel Comb - Residential - Oil,2104004000,Sulfur Dioxide,7.619914,TON
36061,New York,Fuel Comb - Residential - Wood,2104008612,PM10 Primary (Filt + Cond),0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008612,Volatile Organic Compounds,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008612,Pyrene,8.14652e-12,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008612,2-Methylphenanthrene,8.10294e-12,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008612,Benzene,1.66851e-09,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008612,Carbon Monoxide,9.237486e-11,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008612,PM10 Primary (Filt + Cond),7.94746e-12,TON
36061,New York,Fuel Comb - Residential - Wood,2104008612,Toluene,0.0,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008612,Acrolein,2.74454e-10,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008400,PM Condensible,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008400,Sulfate Portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008614,Toluene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008614,Organic Carbon portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008614,Remaining PMFINE portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008614,Volatile Organic Compounds,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104009000,Pyrene,0.50446,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104009000,"Indeno[1,2,3-c,d]Pyrene",0.0809042,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008614,"1,3-Butadiene",0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008614,Phenol,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008614,Anthracene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008614,Propionaldehyde,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008614,Nickel,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008614,Sulfur Dioxide,0.0,TON
36081,Queens,Fuel Comb - Residential - Natural Gas,2104006000,Carbon Monoxide,1118.08,TON
36081,Queens,Fuel Comb - Residential - Natural Gas,2104006000,PM2.5 Filterable,3.074719,TON
36061,New York,Fuel Comb - Residential - Wood,2104008700,1-Methylnaphthalene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008700,PM2.5 Filterable,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008700,Sulfur Dioxide,0.0,TON
36047,Kings,Fuel Comb - Residential - Other,2104001000,Bis(2-Ethylhexyl)Phthalate,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008031,Benzo[k]Fluoranthene,0.142335,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008031,Benzo[a]Pyrene,0.274154,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008031,Acenaphthene,0.616704,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008031,1-Methylnaphthalene,3.23616,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008031,Nitrogen Oxides,0.2230385,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008031,Volatile Organic Compounds,2.098686,TON
36081,Queens,Fuel Comb - Residential - Other,2104007000,Naphthalene,1.034524,LB
36047,Kings,Fuel Comb - Residential - Oil,2104004000,PM10 Filterable,21.772,TON
36047,Kings,Fuel Comb - Residential - Oil,2104004000,Volatile Organic Compounds,14.37355,TON
36047,Kings,Fuel Comb - Residential - Oil,2104004000,Fluoranthene,0.1951416,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008100,Cresol/Cresylic Acid (Mixed Isomers),0.1452786,LB
36061,New York,Fuel Comb - Residential - Oil,2104011000,Acenaphthylene,0.000652512,LB
36047,Kings,Fuel Comb - Residential - Natural Gas,2104006000,Sulfate Portion of PM2.5-PRI,1.82841,TON
36061,New York,Fuel Comb - Residential - Wood,2104009000,Phenanthrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008031,Propionaldehyde,12.54108,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008031,2-Methylnaphthalene,0.73771,LB
36061,New York,Fuel Comb - Residential - Wood,2104009000,Chrysene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008400,Anthracene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008400,Acetaldehyde,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008400,o-Xylene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008021,"1,3-Butadiene",2.08326,LB
36061,New York,Fuel Comb - Residential - Wood,2104008021,Nickel,0.0001035504,LB
36061,New York,Fuel Comb - Residential - Wood,2104008021,Arsenic,1.063419e-05,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008611,Acrolein,3.27276e-08,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008611,Sulfur Dioxide,1.075557e-10,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008611,Hydroquinone,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008611,"Benzo(g,h,i)Fluoranthene",0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008611,Acenaphthylene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008611,Nitrate portion of PM2.5-PRI,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008400,Cresol/Cresylic Acid (Mixed Isomers),0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008400,Acenaphthylene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104007000,Nitrogen Oxides,63.20833,TON
36005,Bronx,Fuel Comb - Residential - Other,2104007000,Remaining PMFINE portion of PM2.5-PRI,0.0543754,TON
36085,Richmond,Fuel Comb - Residential - Oil,2104004000,"Benzo[g,h,i,]Perylene",0.00916468,LB
36085,Richmond,Fuel Comb - Residential - Oil,2104004000,Acenaphthylene,0.001025958,LB
36085,Richmond,Fuel Comb - Residential - Oil,2104004000,Acenaphthene,0.0855642,LB
36085,Richmond,Fuel Comb - Residential - Oil,2104004000,PM10 Filterable,2.189792,TON
36085,Richmond,Fuel Comb - Residential - Oil,2104004000,Remaining PMFINE portion of PM2.5-PRI,1.98663,TON
36085,Richmond,Fuel Comb - Residential - Oil,2104004000,Sulfate Portion of PM2.5-PRI,0.820564,TON
36061,New York,Fuel Comb - Residential - Natural Gas,2104006000,Ammonia,344.1571,TON
36061,New York,Fuel Comb - Residential - Natural Gas,2104006000,PM2.5 Filterable,1.892864,TON
36081,Queens,Fuel Comb - Residential - Oil,2104011000,Naphthalene,2.20734,LB
36061,New York,Fuel Comb - Residential - Wood,2104008500,Acenaphthene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008500,PM10 Filterable,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008500,m-Xylene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008500,2-Methylphenanthrene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008400,Fluoranthene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008400,Benzo[a]Pyrene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008400,Acetaldehyde,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008400,Naphthalene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008400,Ammonia,0.0,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008400,Nitrate portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Other,2104002000,Hydrogen Fluoride,0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104002000,Organic Carbon portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Other,2104002000,Volatile Organic Compounds,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008100,Acetaldehyde,0.456026,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008100,Phenanthrene,0.00420166,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008100,Fluorene,0.001188238,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008615,2-Methylphenanthrene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008615,Nickel,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008615,Cadmium,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008615,2-Methylnaphthalene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008615,PM10 Primary (Filt + Cond),0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008615,Sulfate Portion of PM2.5-PRI,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008614,2-Methylphenanthrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008614,Remaining PMFINE portion of PM2.5-PRI,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008031,Phenol,1.374378,LB
36061,New York,Fuel Comb - Residential - Wood,2104008031,Fluoranthene,0.00798448,LB
36061,New York,Fuel Comb - Residential - Wood,2104008031,Benzo[a]Pyrene,0.00235082,LB
36061,New York,Fuel Comb - Residential - Wood,2104008031,Benz[a]Anthracene,0.001384726,LB
36061,New York,Fuel Comb - Residential - Wood,2104008031,o-Xylene,0.0473834,LB
36061,New York,Fuel Comb - Residential - Wood,2104008031,PM Condensible,0.0002893526,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008011,Benzo[b]Fluoranthene,0.024442,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008011,Elemental Carbon portion of PM2.5-PRI,0.0272584,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008011,PM Condensible,0.02295958,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008011,Sulfur Dioxide,0.006691805,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008700,Acenaphthylene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008700,Mercury,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008700,Acetaldehyde,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008700,Phenanthrene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104009000,Naphthalene,18.13648,LB
36081,Queens,Fuel Comb - Residential - Wood,2104009000,Carbon Monoxide,11.62624,TON
36081,Queens,Fuel Comb - Residential - Wood,2104009000,PM Condensible,0.0,TON
36081,Queens,Fuel Comb - Residential - Wood,2104009000,PM10 Primary (Filt + Cond),2.725307,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008530,Toluene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008530,Acenaphthylene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008530,Benzo[a]Pyrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008530,PM10 Filterable,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008530,Volatile Organic Compounds,0.0,TON
36085,Richmond,Fuel Comb - Residential - Other,2104001000,Propionaldehyde,0.0,LB
36085,Richmond,Fuel Comb - Residential - Other,2104001000,"Indeno[1,2,3-c,d]Pyrene",0.0,LB
36085,Richmond,Fuel Comb - Residential - Other,2104001000,Acetaldehyde,0.0,LB
36085,Richmond,Fuel Comb - Residential - Other,2104001000,Carbon Disulfide,0.0,LB
36085,Richmond,Fuel Comb - Residential - Other,2104001000,Carbon Monoxide,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008612,Manganese,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008612,Ammonia,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008612,Acenaphthylene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008612,Benzo[a]Pyrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008612,Nitrate portion of PM2.5-PRI,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008612,Organic Carbon portion of PM2.5-PRI,0.0,TON
